11/09/2021,44206,12:16:46,10,13,8,7,11,16,10,4,1631387806799
11/09/2021,44207,12:16:47,9,10,12,5,9,16,14,4,1631387807808
11/09/2021,44208,12:16:48,3,10,12,5,9,10,7,4,1631387808830
11/09/2021,44209,12:16:49,0,11,12,9,10,12,18,7,1631387809845
11/09/2021,44210,12:16:50,8,15,15,6,10,13,11,16,1631387810855
11/09/2021,44211,12:16:51,4,14,8,8,10,10,9,14,1631387811875
11/09/2021,44212,12:16:52,10,13,14,6,10,15,9,10,1631387812891
11/09/2021,44213,12:16:53,2,13,15,10,10,11,17,9,1631387813916
11/09/2021,44214,12:16:54,1,12,9,4,9,15,9,4,1631387814926
11/09/2021,44215,12:16:55,9,9,12,8,11,13,15,9,1631387815941
11/09/2021,44216,12:16:56,0,17,9,8,11,14,18,11,1631387816951
11/09/2021,44217,12:16:57,8,13,10,10,11,15,11,17,1631387817974
11/09/2021,44218,12:16:58,5,13,12,10,9,14,14,16,1631387818986
11/09/2021,44220,12:17:00,7,10,15,5,10,14,12,18,1631387820000
11/09/2021,44221,12:17:01,4,13,10,4,9,15,12,7,1631387821029
11/09/2021,44222,12:17:02,2,10,9,7,9,11,16,12,1631387822060
11/09/2021,44223,12:17:03,7,8,12,4,11,12,18,11,1631387823080
11/09/2021,44224,12:17:04,8,17,11,10,9,15,17,17,1631387824094
11/09/2021,44225,12:17:05,5,8,10,8,10,11,18,8,1631387825140
11/09/2021,44226,12:17:06,7,9,7,4,11,11,8,4,1631387826198
11/09/2021,44227,12:17:07,7,12,8,8,10,16,14,18,1631387827208
11/09/2021,44228,12:17:08,2,16,15,4,10,11,10,10,1631387828234
11/09/2021,44229,12:17:09,0,17,9,10,9,12,9,11,1631387829244
11/09/2021,44230,12:17:10,4,14,11,10,11,13,11,11,1631387830266
11/09/2021,44231,12:17:11,4,14,10,10,9,14,7,15,1631387831280
11/09/2021,44232,12:17:12,10,12,9,7,11,12,19,7,1631387832295
11/09/2021,44233,12:17:13,2,9,11,7,11,12,8,4,1631387833306
11/09/2021,44234,12:17:14,10,8,13,7,9,12,8,7,1631387834323
11/09/2021,44235,12:17:15,8,11,7,7,10,12,18,12,1631387835343
11/09/2021,44236,12:17:16,1,8,12,10,11,10,11,6,1631387836356
11/09/2021,44237,12:17:17,3,17,7,4,11,16,12,11,1631387837377
11/09/2021,44238,12:17:18,3,9,10,6,9,14,12,6,1631387838388
11/09/2021,44239,12:17:19,0,18,8,4,10,14,14,18,1631387839411
11/09/2021,44240,12:17:20,4,15,12,10,9,11,10,13,1631387840426
11/09/2021,44241,12:17:21,3,8,12,5,10,16,19,8,1631387841439
11/09/2021,44242,12:17:22,6,15,11,4,9,12,12,13,1631387842456
11/09/2021,44243,12:17:23,9,9,15,7,11,11,12,10,1631387843461
11/09/2021,44244,12:17:24,0,18,9,4,11,14,17,12,1631387844471
11/09/2021,44245,12:17:25,3,14,11,9,10,13,9,16,1631387845489
11/09/2021,44246,12:17:26,0,17,15,8,9,11,17,6,1631387846492
11/09/2021,44247,12:17:27,1,11,11,5,10,14,11,13,1631387847497
11/09/2021,44248,12:17:28,0,18,13,9,10,11,9,5,1631387848509
11/09/2021,44249,12:17:29,3,10,13,10,11,12,16,8,1631387849521
11/09/2021,44250,12:17:30,9,13,9,10,11,11,15,7,1631387850524
11/09/2021,44251,12:17:31,2,9,11,8,11,15,17,15,1631387851542
11/09/2021,44252,12:17:32,5,11,12,8,11,10,9,6,1631387852564
11/09/2021,44253,12:17:33,3,11,15,8,11,13,15,15,1631387853569
11/09/2021,44254,12:17:34,6,15,9,4,9,14,13,18,1631387854574
11/09/2021,44255,12:17:35,2,9,9,5,10,16,19,10,1631387855581
11/09/2021,44256,12:17:36,2,15,12,6,11,11,17,12,1631387856587
11/09/2021,44257,12:17:37,10,18,7,6,11,12,17,4,1631387857718
11/09/2021,44258,12:17:38,8,11,10,9,9,10,14,11,1631387858727
11/09/2021,44259,12:17:39,0,11,12,6,10,13,19,4,1631387859738
11/09/2021,44260,12:17:40,1,10,15,4,11,11,17,11,1631387860750
11/09/2021,44261,12:17:41,5,17,11,4,10,13,12,16,1631387861765
11/09/2021,44262,12:17:42,2,14,11,10,10,14,17,13,1631387862777
11/09/2021,44263,12:17:43,5,16,9,10,11,15,9,6,1631387863789
11/09/2021,44264,12:17:44,3,17,14,7,11,12,15,7,1631387864797
11/09/2021,44265,12:17:45,7,8,7,10,11,10,16,17,1631387865810
11/09/2021,44266,12:17:46,2,14,10,6,11,16,13,15,1631387866822
11/09/2021,44267,12:17:47,9,16,12,5,9,14,10,9,1631387867834
11/09/2021,44268,12:17:48,3,8,11,5,10,15,14,10,1631387868842
11/09/2021,44269,12:17:49,8,16,14,7,9,11,14,16,1631387869852
11/09/2021,44270,12:17:50,9,8,13,10,11,16,15,13,1631387870859
11/09/2021,44271,12:17:51,4,8,9,6,10,11,16,17,1631387871865
11/09/2021,44272,12:17:52,10,8,15,6,11,11,16,11,1631387872883
11/09/2021,44273,12:17:53,8,16,12,8,11,13,7,10,1631387873917
11/09/2021,44274,12:17:54,0,16,10,4,10,11,7,4,1631387874920
11/09/2021,44275,12:17:55,1,12,13,7,9,15,15,13,1631387875930
11/09/2021,44276,12:17:56,6,9,13,9,11,15,10,15,1631387876938
11/09/2021,44277,12:17:57,4,15,11,7,10,14,16,4,1631387877943
11/09/2021,44278,12:17:58,7,11,15,10,10,10,9,11,1631387878955
11/09/2021,44279,12:17:59,5,12,8,5,11,16,7,11,1631387879965
11/09/2021,44280,12:18:00,9,12,10,4,10,14,18,14,1631387880975
11/09/2021,44281,12:18:01,7,15,15,4,9,11,16,9,1631387881989
11/09/2021,44283,12:18:03,4,14,14,5,10,14,12,10,1631387883002
11/09/2021,44284,12:18:04,10,10,11,5,9,12,19,6,1631387884016
11/09/2021,44285,12:18:05,10,12,9,4,9,11,19,14,1631387885020
11/09/2021,44286,12:18:06,9,16,7,4,10,11,9,12,1631387886032
11/09/2021,44287,12:18:07,7,16,14,9,9,11,11,9,1631387887049
11/09/2021,44288,12:18:08,4,10,8,10,11,10,19,9,1631387888061
11/09/2021,44289,12:18:09,0,16,15,7,10,15,14,5,1631387889076
11/09/2021,44290,12:18:10,9,13,9,7,11,10,8,8,1631387890086
11/09/2021,44291,12:18:11,4,16,15,8,9,11,19,14,1631387891097
11/09/2021,44292,12:18:12,1,11,9,4,9,12,11,17,1631387892110
11/09/2021,44293,12:18:13,0,13,7,7,11,15,10,6,1631387893122
11/09/2021,44294,12:18:14,1,12,12,8,9,12,18,13,1631387894134
11/09/2021,44295,12:18:15,5,15,13,6,9,13,16,8,1631387895147
11/09/2021,44296,12:18:16,5,13,13,4,11,13,18,4,1631387896153
11/09/2021,44297,12:18:17,2,16,11,9,10,13,9,10,1631387897163
11/09/2021,44298,12:18:18,1,13,14,9,10,15,12,7,1631387898172
11/09/2021,44299,12:18:19,8,9,8,5,9,10,10,12,1631387899209
11/09/2021,44300,12:18:20,1,11,10,4,10,10,15,13,1631387900253
11/09/2021,44301,12:18:21,8,12,14,4,9,16,12,9,1631387901263
11/09/2021,44302,12:18:22,9,10,15,9,10,16,18,16,1631387902274
11/09/2021,44303,12:18:23,10,8,13,7,11,16,10,11,1631387903283
11/09/2021,44304,12:18:24,7,13,14,6,11,12,11,18,1631387904298
11/09/2021,44305,12:18:25,10,17,12,4,11,10,15,5,1631387905308
11/09/2021,44306,12:18:26,7,16,15,10,9,10,14,9,1631387906315
11/09/2021,44307,12:18:27,7,14,10,8,10,11,15,12,1631387907325
11/09/2021,44308,12:18:28,1,11,8,7,11,16,13,10,1631387908339
11/09/2021,44309,12:18:29,5,13,15,5,10,14,11,18,1631387909347
11/09/2021,44310,12:18:30,2,11,11,5,10,16,19,15,1631387910362
11/09/2021,44311,12:18:31,2,8,9,10,10,14,10,17,1631387911371
11/09/2021,44312,12:18:32,0,15,14,9,11,13,11,13,1631387912376
11/09/2021,44313,12:18:33,6,12,15,7,11,13,11,9,1631387913382
11/09/2021,44314,12:18:34,9,15,10,9,11,13,13,17,1631387914394
11/09/2021,44315,12:18:35,7,17,14,6,9,11,10,18,1631387915408
11/09/2021,44316,12:18:36,8,17,9,9,11,10,10,18,1631387916418
11/09/2021,44317,12:18:37,5,8,9,7,10,10,10,17,1631387917429
11/09/2021,44318,12:18:38,3,15,7,7,10,13,18,15,1631387918433
11/09/2021,44319,12:18:39,7,8,11,9,11,11,7,17,1631387919446
11/09/2021,44320,12:18:40,3,17,15,10,11,16,19,6,1631387920467
11/09/2021,44321,12:18:41,5,8,11,4,10,12,10,4,1631387921499
11/09/2021,44322,12:18:42,4,12,15,10,9,15,10,6,1631387922512
11/09/2021,44323,12:18:43,6,16,13,10,9,13,15,18,1631387923527
11/09/2021,44324,12:18:44,8,10,12,5,9,11,19,6,1631387924543
11/09/2021,44325,12:18:45,10,10,14,9,10,13,12,17,1631387925552
11/09/2021,44326,12:18:46,7,12,10,6,10,13,11,15,1631387926565
11/09/2021,44327,12:18:47,0,15,14,9,10,12,10,10,1631387927575
11/09/2021,44328,12:18:48,10,10,8,10,9,14,16,17,1631387928583
11/09/2021,44329,12:18:49,2,10,7,6,9,12,11,5,1631387929588
11/09/2021,44330,12:18:50,5,12,14,5,11,11,19,14,1631387930596
11/09/2021,44331,12:18:51,2,14,12,10,9,11,14,14,1631387931609
11/09/2021,44332,12:18:52,4,16,11,10,9,11,17,17,1631387932624
11/09/2021,44333,12:18:53,0,12,14,5,10,11,15,8,1631387933637
11/09/2021,44334,12:18:54,9,9,15,9,11,13,8,8,1631387934650
11/09/2021,44335,12:18:55,0,15,12,7,11,14,13,15,1631387935661
11/09/2021,44336,12:18:56,5,11,8,7,9,15,15,16,1631387936674
11/09/2021,44337,12:18:57,10,16,7,7,11,13,15,11,1631387937683
11/09/2021,44338,12:18:58,8,10,15,7,11,16,7,8,1631387938694
11/09/2021,44339,12:18:59,9,12,14,4,9,11,12,5,1631387939706
11/09/2021,44340,12:19:00,0,12,15,8,10,16,10,12,1631387940719
11/09/2021,44341,12:19:01,8,18,7,5,11,11,17,18,1631387941723
11/09/2021,44342,12:19:02,0,16,13,6,10,11,19,12,1631387942736
11/09/2021,44343,12:19:03,10,18,9,4,9,16,12,13,1631387943751
11/09/2021,44344,12:19:04,4,13,9,9,9,15,15,7,1631387944760
11/09/2021,44345,12:19:05,4,16,13,10,11,11,12,8,1631387945774
11/09/2021,44346,12:19:06,1,16,13,8,10,12,11,8,1631387946785
11/09/2021,44347,12:19:07,6,15,10,5,11,13,8,6,1631387947797
11/09/2021,44348,12:19:08,2,10,13,8,11,16,12,4,1631387948808
11/09/2021,44349,12:19:09,7,16,15,9,11,13,17,9,1631387949822
11/09/2021,44350,12:19:10,6,15,14,4,10,12,11,16,1631387950831
11/09/2021,44351,12:19:11,7,16,11,5,9,13,16,11,1631387951841
11/09/2021,44352,12:19:12,6,15,13,4,11,14,16,10,1631387952854
11/09/2021,44353,12:19:13,9,11,9,9,10,11,11,12,1631387953870
11/09/2021,44354,12:19:14,8,16,15,5,10,16,12,17,1631387954883
11/09/2021,44355,12:19:15,1,15,14,4,9,10,13,12,1631387955892
11/09/2021,44356,12:19:16,2,14,12,4,11,12,9,4,1631387956901
11/09/2021,44357,12:19:17,1,11,12,8,9,13,14,7,1631387957918
11/09/2021,44358,12:19:18,1,12,11,9,10,12,9,10,1631387958931
11/09/2021,44359,12:19:19,5,11,8,5,9,10,15,12,1631387959940
11/09/2021,44360,12:19:20,2,12,10,9,10,13,8,10,1631387960951
11/09/2021,44361,12:19:21,7,18,7,8,11,15,17,18,1631387961957
11/09/2021,44362,12:19:22,5,16,15,4,9,12,16,6,1631387962967
11/09/2021,44363,12:19:23,2,15,8,9,10,16,12,14,1631387963976
11/09/2021,44364,12:19:24,1,18,7,10,11,16,12,18,1631387964988
11/09/2021,44365,12:19:25,9,14,12,9,11,13,14,4,1631387965993
11/09/2021,44367,12:19:27,3,17,7,5,9,15,7,18,1631387967000
11/09/2021,44368,12:19:28,10,8,7,7,10,16,15,11,1631387968014
11/09/2021,44369,12:19:29,2,16,13,10,10,10,13,16,1631387969020
11/09/2021,44370,12:19:30,9,10,13,9,11,14,7,14,1631387970026
11/09/2021,44371,12:19:31,9,13,15,4,11,14,11,13,1631387971033
11/09/2021,44372,12:19:32,6,17,8,4,9,15,11,17,1631387972041
11/09/2021,44373,12:19:33,5,15,13,4,10,12,12,7,1631387973056
11/09/2021,44374,12:19:34,1,14,9,4,9,10,7,6,1631387974071
11/09/2021,44375,12:19:35,0,13,13,9,9,16,9,16,1631387975081
11/09/2021,44376,12:19:36,2,15,10,7,11,14,12,6,1631387976094
11/09/2021,44377,12:19:37,10,8,11,10,11,14,12,12,1631387977108
11/09/2021,44378,12:19:38,10,9,10,4,10,12,12,18,1631387978120
11/09/2021,44379,12:19:39,5,11,11,6,10,15,17,15,1631387979131
11/09/2021,44380,12:19:40,7,12,8,5,9,16,18,14,1631387980143
11/09/2021,44381,12:19:41,3,12,15,6,11,13,10,8,1631387981155
11/09/2021,44382,12:19:42,0,15,9,7,9,14,16,9,1631387982171
11/09/2021,44383,12:19:43,0,13,13,9,10,12,16,11,1631387983176
11/09/2021,44384,12:19:44,7,11,12,8,11,15,13,13,1631387984185
11/09/2021,44385,12:19:45,1,10,11,8,10,16,9,7,1631387985194
11/09/2021,44386,12:19:46,10,10,12,9,11,11,12,9,1631387986204
11/09/2021,44387,12:19:47,6,12,10,8,9,13,19,18,1631387987212
11/09/2021,44388,12:19:48,4,12,12,4,11,15,13,5,1631387988218
11/09/2021,44389,12:19:49,9,12,10,6,11,13,18,17,1631387989221
11/09/2021,44390,12:19:50,7,17,12,8,10,14,18,7,1631387990238
11/09/2021,44391,12:19:51,3,11,10,6,9,11,19,14,1631387991251
11/09/2021,44392,12:19:52,4,12,11,10,11,16,17,9,1631387992265
11/09/2021,44393,12:19:53,7,15,11,8,11,12,11,6,1631387993279
11/09/2021,44394,12:19:54,4,15,10,10,10,14,17,18,1631387994289
11/09/2021,44395,12:19:55,7,14,8,8,11,16,12,8,1631387995311
11/09/2021,44396,12:19:56,10,15,9,9,10,12,9,15,1631387996322
11/09/2021,44397,12:19:57,2,11,15,10,9,14,11,11,1631387997336
11/09/2021,44398,12:19:58,5,17,9,5,11,16,7,6,1631387998345
11/09/2021,44399,12:19:59,9,8,9,4,9,13,14,9,1631387999355
11/09/2021,44400,12:20:00,0,18,14,4,11,10,18,7,1631388000364
11/09/2021,44401,12:20:01,6,16,12,8,9,11,9,15,1631388001381
11/09/2021,44402,12:20:02,8,15,12,10,11,12,16,18,1631388002392
11/09/2021,44403,12:20:03,7,15,7,4,9,14,10,10,1631388003399
11/09/2021,44404,12:20:04,10,8,10,8,10,11,12,12,1631388004413
11/09/2021,44405,12:20:05,10,9,9,9,10,13,13,17,1631388005420
11/09/2021,44406,12:20:06,8,17,9,4,9,13,17,18,1631388006423
11/09/2021,44407,12:20:07,9,8,9,6,11,10,11,15,1631388007427
11/09/2021,44408,12:20:08,6,16,12,9,10,16,8,12,1631388008441
11/09/2021,44409,12:20:09,2,14,14,6,11,15,16,17,1631388009450
11/09/2021,44410,12:20:10,1,12,15,7,9,10,18,8,1631388010459
11/09/2021,44411,12:20:11,7,8,13,4,11,13,7,7,1631388011474
11/09/2021,44412,12:20:12,6,15,11,9,10,16,11,10,1631388012485
11/09/2021,44413,12:20:13,0,14,15,10,9,10,17,10,1631388013491
11/09/2021,44414,12:20:14,5,10,11,8,10,11,18,11,1631388014494
11/09/2021,44415,12:20:15,3,16,7,5,10,12,16,17,1631388015514
11/09/2021,44416,12:20:16,0,13,13,7,10,13,16,11,1631388016526
11/09/2021,44417,12:20:17,3,13,10,7,11,10,12,15,1631388017533
11/09/2021,44418,12:20:18,5,17,15,4,10,10,9,13,1631388018546
11/09/2021,44419,12:20:19,7,14,13,9,10,11,8,14,1631388019557
11/09/2021,44420,12:20:20,1,8,12,8,9,13,13,15,1631388020570
11/09/2021,44421,12:20:21,0,17,10,8,11,14,9,11,1631388021583
11/09/2021,44422,12:20:22,5,17,15,4,9,12,17,18,1631388022592
11/09/2021,44423,12:20:23,4,17,15,4,11,12,10,10,1631388023600
11/09/2021,44424,12:20:24,8,18,14,9,11,10,7,17,1631388024610
11/09/2021,44425,12:20:25,5,15,11,5,10,13,11,11,1631388025625
11/09/2021,44426,12:20:26,7,11,8,7,10,11,15,8,1631388026638
11/09/2021,44427,12:20:27,6,15,14,10,9,16,19,9,1631388027645
11/09/2021,44428,12:20:28,3,10,12,7,10,11,7,14,1631388028657
11/09/2021,44429,12:20:29,2,8,11,10,9,10,16,18,1631388029670
11/09/2021,44430,12:20:30,3,11,13,9,11,16,10,10,1631388030683
11/09/2021,44431,12:20:31,9,15,14,6,10,15,15,6,1631388031695
11/09/2021,44432,12:20:32,0,13,11,7,9,15,16,18,1631388032702
11/09/2021,44433,12:20:33,0,10,8,9,10,12,17,10,1631388033708
11/09/2021,44434,12:20:34,10,11,15,8,9,13,12,16,1631388034717
11/09/2021,44435,12:20:35,1,18,8,8,10,16,13,15,1631388035728
11/09/2021,44436,12:20:36,3,16,9,7,10,15,15,17,1631388036739
11/09/2021,44437,12:20:37,3,17,7,6,9,13,9,6,1631388037745
11/09/2021,44438,12:20:38,8,18,10,8,10,14,19,11,1631388038752
11/09/2021,44439,12:20:39,4,10,12,9,10,10,17,9,1631388039757
11/09/2021,44440,12:20:40,9,17,12,6,9,16,10,5,1631388040763
11/09/2021,44441,12:20:41,7,13,13,4,11,10,18,14,1631388041794
11/09/2021,44442,12:20:42,6,10,9,9,10,14,13,12,1631388042839
11/09/2021,44443,12:20:43,5,10,9,6,10,14,10,5,1631388043842
11/09/2021,44444,12:20:44,3,15,12,8,10,13,10,7,1631388044847
11/09/2021,44445,12:20:45,7,8,12,8,11,16,8,7,1631388045863
11/09/2021,44446,12:20:46,5,9,14,8,10,14,17,5,1631388046878
11/09/2021,44447,12:20:47,6,17,7,7,11,16,15,16,1631388047910
11/09/2021,44448,12:20:48,3,15,13,8,9,14,10,15,1631388048918
11/09/2021,44449,12:20:49,5,8,13,7,10,14,16,17,1631388049927
11/09/2021,44450,12:20:50,8,17,10,4,11,10,15,8,1631388050943
11/09/2021,44451,12:20:51,7,10,7,7,10,13,15,15,1631388051952
11/09/2021,44452,12:20:52,7,9,8,10,10,12,18,14,1631388052965
11/09/2021,44453,12:20:53,9,16,11,4,10,15,18,9,1631388053976
11/09/2021,44454,12:20:54,0,18,11,6,9,14,13,5,1631388054984
11/09/2021,44455,12:20:55,6,16,8,10,11,16,8,10,1631388055990
11/09/2021,44456,12:20:56,1,15,15,9,9,15,8,7,1631388056996
11/09/2021,44458,12:20:58,0,13,13,10,10,10,18,5,1631388058008
11/09/2021,44459,12:20:59,0,9,14,4,10,15,13,13,1631388059012
11/09/2021,44460,12:21:00,6,10,9,7,10,12,7,13,1631388060030
11/09/2021,44461,12:21:01,8,15,9,5,9,14,15,7,1631388061037
11/09/2021,44462,12:21:02,10,12,8,8,9,13,10,15,1631388062042
11/09/2021,44463,12:21:03,8,17,12,10,10,13,8,5,1631388063053
11/09/2021,44464,12:21:04,1,11,8,5,10,14,10,13,1631388064057
11/09/2021,44465,12:21:05,7,10,13,10,11,15,14,7,1631388065063
11/09/2021,44466,12:21:06,6,13,7,5,10,14,19,17,1631388066070
11/09/2021,44467,12:21:07,10,17,13,4,11,14,10,5,1631388067082
11/09/2021,44468,12:21:08,9,17,7,9,10,11,15,4,1631388068105
11/09/2021,44469,12:21:09,4,8,14,5,10,10,9,8,1631388069136
11/09/2021,44470,12:21:10,10,13,10,7,11,15,17,13,1631388070147
11/09/2021,44471,12:21:11,9,13,7,9,11,16,15,9,1631388071157
11/09/2021,44472,12:21:12,1,10,7,9,11,10,7,5,1631388072172
11/09/2021,44473,12:21:13,1,11,9,6,11,16,19,18,1631388073181
11/09/2021,44474,12:21:14,9,16,12,5,9,14,14,8,1631388074194
11/09/2021,44475,12:21:15,4,10,9,4,10,15,17,16,1631388075204
11/09/2021,44476,12:21:16,6,13,9,10,11,15,19,16,1631388076210
11/09/2021,44477,12:21:17,1,9,11,8,9,16,18,11,1631388077218
11/09/2021,44478,12:21:18,0,17,12,5,9,14,16,8,1631388078226
11/09/2021,44479,12:21:19,4,16,15,8,11,11,13,17,1631388079233
11/09/2021,44480,12:21:20,1,13,12,9,10,14,12,12,1631388080241
11/09/2021,44481,12:21:21,0,12,9,4,9,16,8,16,1631388081249
11/09/2021,44482,12:21:22,6,10,11,5,9,13,8,18,1631388082256
11/09/2021,44483,12:21:23,1,10,15,10,10,14,16,15,1631388083266
11/09/2021,44484,12:21:24,5,18,9,6,9,10,8,15,1631388084268
11/09/2021,44485,12:21:25,2,15,15,5,9,11,16,14,1631388085278
11/09/2021,44486,12:21:26,5,8,10,5,11,15,13,18,1631388086287
11/09/2021,44487,12:21:27,2,15,13,5,9,16,15,15,1631388087296
11/09/2021,44488,12:21:28,7,13,12,7,10,12,11,12,1631388088307
11/09/2021,44489,12:21:29,5,9,14,5,10,12,9,13,1631388089323
11/09/2021,44490,12:21:30,8,17,8,9,10,13,7,5,1631388090331
11/09/2021,44491,12:21:31,10,14,11,9,10,12,9,6,1631388091340
11/09/2021,44492,12:21:32,8,8,12,10,9,13,17,13,1631388092350
11/09/2021,44493,12:21:33,9,16,8,6,11,11,9,12,1631388093360
11/09/2021,44494,12:21:34,7,13,15,4,11,12,15,7,1631388094388
11/09/2021,44495,12:21:35,9,18,7,9,10,11,16,6,1631388095410
11/09/2021,44496,12:21:36,0,12,14,4,11,15,17,6,1631388096419
11/09/2021,44497,12:21:37,5,13,11,8,9,11,18,5,1631388097427
11/09/2021,44498,12:21:38,5,17,8,9,9,13,9,13,1631388098438
11/09/2021,44499,12:21:39,1,16,14,9,11,12,15,12,1631388099443
11/09/2021,44500,12:21:40,0,8,8,4,11,11,9,15,1631388100456
11/09/2021,44501,12:21:41,8,11,15,7,9,15,11,14,1631388101464
11/09/2021,44502,12:21:42,0,18,14,9,11,15,10,8,1631388102478
11/09/2021,44503,12:21:43,5,16,15,10,10,15,18,4,1631388103493
11/09/2021,44504,12:21:44,0,12,11,4,9,10,8,14,1631388104505
11/09/2021,44505,12:21:45,2,18,11,9,11,11,14,15,1631388105520
11/09/2021,44506,12:21:46,10,11,10,10,9,14,9,18,1631388106531
11/09/2021,44507,12:21:47,6,9,11,9,11,14,10,6,1631388107544
11/09/2021,44508,12:21:48,3,16,12,6,9,11,11,11,1631388108547
11/09/2021,44509,12:21:49,6,15,11,10,11,10,9,17,1631388109560
11/09/2021,44510,12:21:50,1,9,8,4,9,12,16,10,1631388110575
11/09/2021,44511,12:21:51,4,18,10,4,11,14,18,15,1631388111589
11/09/2021,44512,12:21:52,10,17,12,7,11,13,9,17,1631388112596
11/09/2021,44513,12:21:53,0,15,8,6,9,14,13,4,1631388113610
11/09/2021,44514,12:21:54,7,12,10,6,9,16,10,18,1631388114623
11/09/2021,44515,12:21:55,7,17,7,8,11,12,10,9,1631388115636
11/09/2021,44516,12:21:56,8,8,14,8,9,15,11,17,1631388116648
11/09/2021,44517,12:21:57,9,10,8,9,11,11,7,11,1631388117650
11/09/2021,44518,12:21:58,5,11,7,7,9,11,15,11,1631388118661
11/09/2021,44519,12:21:59,1,13,14,7,9,13,10,4,1631388119674
11/09/2021,44520,12:22:00,0,10,12,10,10,10,7,17,1631388120689
11/09/2021,44521,12:22:01,8,8,8,8,11,11,16,15,1631388121691
