1642618084428,12
1642618085431,10
1642618086433,4
1642618087446,10
1642618088446,12
1642618089454,7
1642618090460,5
1642618091476,4
1642618092490,18
1642618093507,7
1642618094514,8
1642618095515,16
1642618096524,7
1642618097537,4
1642618098541,10
1642618099549,11
1642618100550,8
1642618101555,8
1642618102556,8
1642618103566,4
1642618104575,17
1642618105575,6
1642618106580,17
1642618107591,18
1642618108591,9
1642618109592,9
1642618110593,17
1642618111594,11
1642618112595,10
1642618113597,4
1642618114605,6
1642618115620,9
1642618116630,7
1642618117631,15
1642618118635,13
1642618119648,7
1642618120657,5
1642618121665,18
1642618122672,18
1642618123673,14
1642618124675,15
1642618125683,7
1642618126692,4
1642618127694,18
1642618128695,18
1642618129696,13
1642618130697,12
1642618131704,7
1642618132712,7
1642618133714,18
1642618134721,7
1642618135725,16
1642618136739,8
1642618137744,13
1642618138751,11
1642618139760,17
1642618140760,15
1642618141762,5
1642618142768,5
1642618143780,6
1642618144781,14
1642618145785,8
1642618146786,16
1642618147798,11
1642618148808,17
1642618149822,14
1642618150831,7
1642618151831,13
1642618152840,9
1642618153841,16
1642618154858,13
1642618155859,4
1642618156860,5
1642618157862,10
1642618158872,14
1642618159879,15
1642618160880,8
1642618161888,17
1642618162896,9
1642618163897,15
1642618164908,8
1642618165918,8
1642618166920,9
1642618167921,10
1642618168928,14
1642618169930,12
1642618170937,11
1642618171945,10
1642618172953,6
1642618173953,18
1642618174966,12
1642618175974,11
1642618176990,9
1642618178014,10
1642618179015,18
1642618180016,15
1642618181018,17
1642618182018,16
1642618183019,11
1642618184021,8
1642618185033,11
1642618186045,16
1642618187048,18
1642618188058,18
1642618189058,9
1642618190066,7
1642618191072,8
1642618192080,15
1642618193083,4
1642618194091,14
1642618195099,15
1642618196116,9
1642618197118,17
1642618198119,16
1642618199119,16
1642618200120,6
1642618201120,17
1642618202121,18
1642618203129,14
1642618204133,10
1642618205134,8
1642618206139,10
1642618207140,14
1642618208140,18
1642618209142,11
1642618210150,4
1642618211151,6
1642618212159,17
1642618213166,14
1642618214167,13
1642618215178,7
1642618216179,9
1642618217181,12
1642618218181,4
1642618219185,9
1642618220192,18
1642618221197,14
1642618222205,12
1642618223211,9
1642618224221,16
1642618225231,17
1642618226233,11
1642618227235,5
1642618228235,9
1642618229235,15
1642618230251,16
1642618231260,17
1642618232273,14
1642618233279,18
1642618234294,11
1642618235304,13
1642618236305,8
1642618237306,13
1642618238315,16
1642618239315,5
1642618240328,10
1642618241331,16
1642618242333,14
1642618243345,12
1642618244353,16
1642618245354,5
1642618246362,11
1642618247365,7
1642618248374,4
1642618249382,10
1642618250389,11
1642618251391,9
1642618252393,18
1642618253397,5
1642618254414,9
1642618255415,13
1642618256422,13
1642618257430,7
1642618258432,15
1642618259433,6
1642618260440,18
1642618261450,7
1642618262458,4
1642618263467,16
1642618264491,13
1642618265518,10
1642618266519,9
1642618267528,17
1642618268548,5
1642618269557,15
1642618270566,11
1642618271574,17
1642618272579,12
1642618273586,16
1642618274590,17
1642618275602,12
1642618276602,5
1642618277604,13
1642618278604,6
1642618279605,15
1642618280607,17
1642618281614,15
1642618282615,11
1642618283627,13
1642618284640,13
1642618285645,8
1642618286646,12
1642618287647,13
1642618288648,7
1642618289655,13
1642618290664,9
1642618291665,16
1642618292672,14
1642618293678,18
1642618294694,8
1642618295695,13
1642618296695,10
1642618297697,4
1642618298698,11
1642618299701,10
1642618300711,16
1642618301711,6
1642618302722,16
1642618303726,14
1642618304732,12
1642618305746,7
1642618306760,16
1642618307766,5
1642618308769,15
1642618309772,7
1642618310775,15
1642618311778,6
1642618312781,6
1642618313784,15
1642618314784,16
1642618315784,12
1642618316790,8
1642618317799,15
1642618318809,10
1642618319828,12
1642618320839,16
1642618321847,17
1642618322861,11
1642618323867,17
1642618324873,18
1642618325889,15
1642618326900,6
1642618327923,9
1642618328941,7
1642618329979,15
1642618331017,9
1642618332049,7
1642618333088,13
1642618334125,8
1642618335159,6
1642618336205,9
1642618337242,16
1642618338281,12
1642618339325,13
1642618340364,17
1642618341404,9
1642618342420,13
1642618343435,6
1642618344447,11
1642618345456,4
1642618346468,13
1642618347473,7
1642618348485,16
1642618349507,4
1642618350512,9
1642618351521,9
1642618352540,5
1642618353557,4
1642618354567,16
1642618355578,9
1642618356595,13
1642618357605,10
1642618358624,9
1642618359645,17
1642618360741,13
1642618361766,10
1642618362787,8
1642618363813,5
1642618364826,11
1642618365845,10
1642618366863,17
1642618367881,10
1642618368894,18
1642618369906,6
1642618370917,10
1642618371930,10
1642618372938,12
1642618373952,15
1642618374966,18
1642618375986,12
1642618377004,12
1642618378027,12
1642618379041,18
1642618380060,18
1642618381075,13
1642618382095,14
1642618383107,14
1642618384123,9
1642618385141,18
1642618386152,8
1642618387172,10
1642618388198,5
1642618389213,8
1642618390227,17
1642618391249,8
1642618392267,4
1642618393278,10
1642618394293,15
1642618395304,17
1642618396316,6
1642618397335,7
1642618398346,14
1642618399365,16
1642618400383,5
1642618401395,8
1642618402408,11
1642618403421,9
1642618404440,10
1642618405448,15
1642618406474,18
1642618407486,10
1642618408503,8
1642618409520,17
1642618410544,11
1642618411555,7
1642618412564,9
1642618413577,12
1642618414587,7
1642618415596,9
1642618416611,11
1642618417630,14
1642618418642,15
1642618419660,11
1642618420682,15
1642618421702,14
1642618422711,5
1642618423721,18
1642618424729,6
1642618425740,5
1642618426752,8
1642618427771,16
1642618428789,4
1642618429803,7
1642618430812,8
1642618431833,16
1642618432853,15
1642618433868,6
1642618434881,9
1642618435898,12
1642618436917,12
1642618437931,17
1642618438943,11
1642618439944,17
1642618440954,6
1642618441957,12
1642618442958,17
1642618443959,12
1642618444971,6
1642618445987,14
1642618446997,10
1642618448005,17
1642618449013,15
1642618450030,11
1642618451041,11
1642618452049,10
1642618453056,9
1642618454067,17
1642618455077,8
1642618456091,15
1642618457107,5
1642618458120,10
1642618459127,6
1642618460141,4
1642618461149,6
1642618462159,10
1642618463171,13
1642618464182,13
1642618465205,12
1642618466215,18
1642618467229,4
1642618468238,15
1642618469248,14
1642618470263,5
1642618471279,12
1642618472296,10
1642618473310,8
1642618474315,16
1642618475335,15
1642618476344,16
1642618477354,13
1642618478363,18
1642618479372,10
1642618480382,13
1642618481391,11
